date_time,day,home_team,away_team,stadium
16/04/2006 13:10,Sunday,Melbourne,Adelaide,Carrara
16/04/2006 14:10,Sunday,Essendon,Western Bulldogs,Docklands
16/04/2006 16:40,Sunday,Port Adelaide,Fremantle,Footy Park
17/04/2006 14:10,Monday,North Melbourne,Collingwood,Docklands
21/04/2006 19:40,Friday,Carlton,Hawthorn,Docklands
22/04/2006 13:10,Saturday,Brisbane Lions,Richmond,Gabba
22/04/2006 14:10,Saturday,Western Bulldogs,Geelong,Docklands
22/04/2006 19:40,Saturday,Fremantle,Adelaide,Subiaco
23/04/2006 13:10,Sunday,North Melbourne,West Coast,Manuka
23/04/2006 13:10,Sunday,Sydney,Melbourne,SCG
24/04/2006 19:40,Monday,Port Adelaide,St Kilda,Footy Park
25/04/2006 14:40,Tuesday,Collingwood,Essendon,MCG
28/04/2006 19:40,Friday,Richmond,Carlton,MCG
29/04/2006 14:10,Saturday,Melbourne,North Melbourne,MCG
29/04/2006 15:10,Saturday,Adelaide,Western Bulldogs,Footy Park
29/04/2006 19:10,Saturday,Sydney,Geelong,Homebush
29/04/2006 19:40,Saturday,West Coast,Brisbane Lions,Subiaco
30/04/2006 13:10,Sunday,St Kilda,Fremantle,Launceston
30/04/2006 14:10,Sunday,Collingwood,Port Adelaide,Docklands
30/04/2006 14:10,Sunday,Hawthorn,Essendon,MCG
5/05/2006 19:40,Friday,Melbourne,Geelong,MCG
6/05/2006 14:10,Saturday,St Kilda,Western Bulldogs,Docklands
6/05/2006 16:10,Saturday,Fremantle,West Coast,Subiaco
6/05/2006 19:40,Saturday,Essendon,Richmond,MCG
6/05/2006 19:40,Saturday,Adelaide,Port Adelaide,Footy Park
7/05/2006 13:10,Sunday,Brisbane Lions,Sydney,Gabba
7/05/2006 14:10,Sunday,Carlton,Collingwood,MCG
7/05/2006 14:10,Sunday,North Melbourne,Hawthorn,Docklands
12/05/2006 19:40,Friday,St Kilda,Geelong,Docklands
13/05/2006 14:10,Saturday,Melbourne,Fremantle,MCG
13/05/2006 14:10,Saturday,Richmond,Sydney,Docklands
13/05/2006 19:10,Saturday,Hawthorn,Brisbane Lions,Carrara
13/05/2006 19:40,Saturday,West Coast,Collingwood,Subiaco
14/05/2006 13:10,Sunday,Port Adelaide,Western Bulldogs,Footy Park
14/05/2006 14:10,Sunday,Carlton,Essendon,MCG
14/05/2006 15:10,Sunday,North Melbourne,Adelaide,Docklands
19/05/2006 19:40,Friday,Hawthorn,Melbourne,MCG
20/05/2006 14:10,Saturday,Richmond,Adelaide,Docklands
20/05/2006 16:10,Saturday,Fremantle,North Melbourne,Subiaco
20/05/2006 19:10,Saturday,Collingwood,Geelong,MCG
20/05/2006 19:10,Saturday,Western Bulldogs,Sydney,SCG
21/05/2006 13:10,Sunday,Port Adelaide,Brisbane Lions,Footy Park
21/05/2006 14:10,Sunday,Carlton,St Kilda,MCG
21/05/2006 14:10,Sunday,Essendon,West Coast,Docklands
26/05/2006 19:40,Friday,Collingwood,Western Bulldogs,MCG
27/05/2006 14:10,Saturday,Geelong,Richmond,Kardinia
27/05/2006 15:10,Saturday,Adelaide,Carlton,Footy Park
27/05/2006 19:10,Saturday,Essendon,Port Adelaide,Docklands
27/05/2006 19:10,Saturday,Hawthorn,Sydney,MCG
28/05/2006 13:10,Sunday,Brisbane Lions,Fremantle,Gabba
28/05/2006 14:10,Sunday,St Kilda,North Melbourne,Docklands
28/05/2006 16:40,Sunday,West Coast,Melbourne,Subiaco
2/06/2006 20:40,Friday,Adelaide,Essendon,Footy Park
3/06/2006 14:10,Saturday,Geelong,West Coast,Kardinia
3/06/2006 14:10,Saturday,Western Bulldogs,Hawthorn,Docklands
3/06/2006 19:10,Saturday,Collingwood,Brisbane Lions,MCG
3/06/2006 19:40,Saturday,Fremantle,Richmond,Subiaco
4/06/2006 13:10,Sunday,North Melbourne,Sydney,Manuka
4/06/2006 14:10,Sunday,Carlton,Port Adelaide,Docklands
4/06/2006 14:10,Sunday,Melbourne,St Kilda,MCG
9/06/2006 19:40,Friday,Geelong,Essendon,Docklands
10/06/2006 14:10,Saturday,Richmond,North Melbourne,MCG
10/06/2006 19:10,Saturday,Brisbane Lions,Adelaide,Gabba
10/06/2006 19:10,Saturday,Sydney,St Kilda,SCG
11/06/2006 13:10,Sunday,Port Adelaide,Hawthorn,Footy Park
11/06/2006 14:10,Sunday,Western Bulldogs,Fremantle,Docklands
11/06/2006 16:40,Sunday,West Coast,Carlton,Subiaco
12/06/2006 14:10,Monday,Melbourne,Collingwood,MCG
16/06/2006 19:40,Friday,St Kilda,Adelaide,Docklands
17/06/2006 16:10,Saturday,Fremantle,Geelong,Subiaco
17/06/2006 19:10,Saturday,Brisbane Lions,Western Bulldogs,Gabba
17/06/2006 19:40,Saturday,Port Adelaide,West Coast,Footy Park
18/06/2006 13:10,Sunday,Hawthorn,Richmond,Launceston
18/06/2006 14:10,Sunday,Essendon,Melbourne,Docklands
23/06/2006 19:40,Friday,North Melbourne,Carlton,Docklands
24/06/2006 19:10,Saturday,Sydney,Collingwood,Homebush
30/06/2006 19:40,Friday,North Melbourne,Essendon,Docklands
1/07/2006 14:10,Saturday,Melbourne,Port Adelaide,MCG
1/07/2006 14:10,Saturday,St Kilda,Hawthorn,Docklands
1/07/2006 19:10,Saturday,Brisbane Lions,Carlton,Gabba
1/07/2006 19:10,Saturday,Sydney,Fremantle,SCG
2/07/2006 13:10,Sunday,Adelaide,Geelong,Footy Park
2/07/2006 14:10,Sunday,Richmond,Collingwood,MCG
2/07/2006 16:40,Sunday,West Coast,Western Bulldogs,Subiaco
7/07/2006 20:40,Friday,Fremantle,Essendon,Subiaco
8/07/2006 14:10,Saturday,Carlton,Geelong,Docklands
8/07/2006 14:10,Saturday,Hawthorn,West Coast,MCG
8/07/2006 19:10,Saturday,Melbourne,Brisbane Lions,Gabba
8/07/2006 19:40,Saturday,Port Adelaide,Richmond,Footy Park
9/07/2006 13:10,Sunday,Sydney,Adelaide,SCG
9/07/2006 14:10,Sunday,St Kilda,Collingwood,Docklands
9/07/2006 14:10,Sunday,Western Bulldogs,North Melbourne,MCG
14/07/2006 19:40,Friday,Richmond,Melbourne,MCG
15/07/2006 14:10,Saturday,Essendon,St Kilda,MCG
15/07/2006 15:10,Saturday,Adelaide,Hawthorn,Footy Park
15/07/2006 19:10,Saturday,North Melbourne,Brisbane Lions,Docklands
15/07/2006 19:40,Saturday,West Coast,Sydney,Subiaco
16/07/2006 13:10,Sunday,Geelong,Port Adelaide,Kardinia
16/07/2006 14:10,Sunday,Carlton,Western Bulldogs,Docklands
16/07/2006 14:10,Sunday,Collingwood,Fremantle,MCG
21/07/2006 20:40,Friday,Adelaide,North Melbourne,Footy Park
22/07/2006 14:10,Saturday,Collingwood,West Coast,Docklands
22/07/2006 14:10,Saturday,Essendon,Carlton,MCG
22/07/2006 19:10,Saturday,Brisbane Lions,Hawthorn,Gabba
22/07/2006 19:10,Saturday,Sydney,Richmond,SCG
23/07/2006 13:10,Sunday,St Kilda,Port Adelaide,Launceston
23/07/2006 14:10,Sunday,Geelong,Western Bulldogs,Docklands
23/07/2006 16:40,Sunday,Fremantle,Melbourne,Subiaco
28/07/2006 19:40,Friday,Collingwood,Hawthorn,MCG
29/07/2006 14:10,Saturday,St Kilda,Richmond,MCG
29/07/2006 16:10,Saturday,West Coast,Adelaide,Subiaco
29/07/2006 19:10,Saturday,Essendon,Brisbane Lions,Docklands
29/07/2006 19:40,Saturday,Port Adelaide,Sydney,Footy Park
30/07/2006 13:10,Sunday,North Melbourne,Geelong,Manuka
30/07/2006 14:10,Sunday,Carlton,Fremantle,Docklands
30/07/2006 14:10,Sunday,Melbourne,Western Bulldogs,MCG
4/08/2006 19:40,Friday,St Kilda,West Coast,Docklands
5/08/2006 14:10,Saturday,Carlton,Melbourne,Docklands
5/08/2006 14:10,Saturday,Richmond,Western Bulldogs,MCG
5/08/2006 19:10,Saturday,Sydney,Essendon,SCG
5/08/2006 19:40,Saturday,Adelaide,Collingwood,Footy Park
6/08/2006 13:10,Sunday,Brisbane Lions,Geelong,Gabba
6/08/2006 14:10,Sunday,North Melbourne,Port Adelaide,Docklands
6/08/2006 16:40,Sunday,Fremantle,Hawthorn,Subiaco
11/08/2006 19:40,Friday,Essendon,Collingwood,MCG
12/08/2006 14:10,Saturday,Melbourne,Sydney,MCG
12/08/2006 16:10,Saturday,West Coast,North Melbourne,Subiaco
12/08/2006 19:10,Saturday,Richmond,Brisbane Lions,Docklands
12/08/2006 19:40,Saturday,Western Bulldogs,Port Adelaide,Marrara
13/08/2006 13:10,Sunday,Adelaide,Fremantle,Footy Park
13/08/2006 14:10,Sunday,Geelong,St Kilda,Docklands
13/08/2006 14:10,Sunday,Hawthorn,Carlton,MCG
18/08/2006 20:40,Friday,Port Adelaide,Collingwood,Footy Park
19/08/2006 14:10,Saturday,Geelong,Sydney,Kardinia
19/08/2006 14:10,Saturday,Western Bulldogs,Adelaide,MCG
19/08/2006 19:10,Saturday,Essendon,Hawthorn,Docklands
19/08/2006 19:40,Saturday,Fremantle,St Kilda,Subiaco
20/08/2006 13:10,Sunday,Brisbane Lions,West Coast,Gabba
20/08/2006 14:10,Sunday,Carlton,Richmond,Docklands
20/08/2006 14:10,Sunday,North Melbourne,Melbourne,MCG
25/08/2006 19:40,Friday,Western Bulldogs,St Kilda,Docklands
26/08/2006 14:10,Saturday,Geelong,Melbourne,Kardinia
26/08/2006 14:10,Saturday,Hawthorn,North Melbourne,Launceston
26/08/2006 19:10,Saturday,Richmond,Essendon,MCG
26/08/2006 19:10,Saturday,Sydney,Brisbane Lions,Homebush
27/08/2006 13:10,Sunday,Port Adelaide,Adelaide,Footy Park
27/08/2006 14:10,Sunday,Collingwood,Carlton,MCG
27/08/2006 16:40,Sunday,West Coast,Fremantle,Subiaco
1/09/2006 19:40,Friday,Western Bulldogs,Essendon,Docklands
2/09/2006 14:10,Saturday,Richmond,West Coast,MCG
2/09/2006 15:10,Saturday,Adelaide,Melbourne,Footy Park
2/09/2006 19:10,Saturday,Brisbane Lions,St Kilda,Gabba
2/09/2006 19:40,Saturday,Fremantle,Port Adelaide,Subiaco
3/09/2006 13:10,Sunday,Sydney,Carlton,SCG
3/09/2006 14:10,Sunday,Collingwood,North Melbourne,MCG
3/09/2006 14:10,Sunday,Hawthorn,Geelong,Docklands
8/09/2006 19:30,Friday,St Kilda,Melbourne,MCG
9/09/2006 15:00,Saturday,Adelaide,Fremantle,Footy Park
9/09/2006 19:30,Saturday,West Coast,Sydney,Subiaco
10/09/2006 14:30,Sunday,Collingwood,Western Bulldogs,MCG
15/09/2006 20:30,Friday,Fremantle,Melbourne,Subiaco
16/09/2006 19:30,Saturday,West Coast,Western Bulldogs,Subiaco
22/09/2006 20:00,Friday,Sydney,Fremantle,Homebush
23/09/2006 15:30,Saturday,Adelaide,West Coast,Footy Park
30/09/2006 14:30,Saturday,Sydney,West Coast,MCG
23/02/2007 19:40,Friday,Port Adelaide,Adelaide,Footy Park
23/02/2007 20:40,Friday,North Melbourne,Collingwood,Carrara
24/02/2007 15:40,Saturday,Western Bulldogs,Sydney,Manuka
24/02/2007 18:10,Saturday,Carlton,Essendon,Docklands
24/02/2007 20:40,Saturday,St Kilda,Brisbane Lions,Cazaly
25/02/2007 15:40,Sunday,Geelong,Richmond,Kardinia
25/02/2007 18:10,Sunday,Melbourne,Hawthorn,Docklands
25/02/2007 21:40,Sunday,Fremantle,West Coast,Subiaco
2/03/2007 20:40,Friday,Brisbane Lions,Western Bulldogs,Docklands
3/03/2007 18:10,Saturday,Hawthorn,Carlton,Launceston
3/03/2007 20:40,Saturday,Geelong,Port Adelaide,Marrara
4/03/2007 15:40,Sunday,North Melbourne,Fremantle,Docklands
9/03/2007 19:40,Friday,Brisbane Lions,Geelong,Docklands
10/03/2007 19:10,Saturday,Carlton,North Melbourne,Carrara
17/03/2007 19:20,Saturday,Brisbane Lions,Carlton,Docklands
30/03/2007 19:40,Friday,Melbourne,St Kilda,MCG
31/03/2007 14:10,Saturday,North Melbourne,Collingwood,MCG
31/03/2007 16:10,Saturday,Fremantle,Port Adelaide,Subiaco
31/03/2007 19:10,Saturday,Sydney,West Coast,Homebush
31/03/2007 19:10,Saturday,Brisbane Lions,Hawthorn,Gabba
1/04/2007 13:10,Sunday,Adelaide,Essendon,Footy Park
1/04/2007 14:10,Sunday,Western Bulldogs,Geelong,Docklands
1/04/2007 17:10,Sunday,Carlton,Richmond,MCG
5/04/2007 19:40,Thursday,Brisbane Lions,St Kilda,Gabba
7/04/2007 14:10,Saturday,Richmond,Sydney,MCG
7/04/2007 19:15,Saturday,Geelong,Carlton,Docklands
7/04/2007 19:40,Saturday,West Coast,Collingwood,Subiaco
8/04/2007 13:10,Sunday,Port Adelaide,North Melbourne,Footy Park
8/04/2007 14:10,Sunday,Essendon,Fremantle,Docklands
8/04/2007 17:10,Sunday,Western Bulldogs,Adelaide,MCG
9/04/2007 14:10,Monday,Hawthorn,Melbourne,MCG
13/04/2007 19:40,Friday,Collingwood,Richmond,MCG
14/04/2007 14:10,Saturday,Carlton,Essendon,MCG
14/04/2007 15:10,Saturday,Port Adelaide,Adelaide,Footy Park
14/04/2007 19:10,Saturday,St Kilda,Western Bulldogs,Docklands
14/04/2007 19:40,Saturday,Fremantle,West Coast,Subiaco
15/04/2007 13:10,Sunday,Sydney,Brisbane Lions,SCG
15/04/2007 14:10,Sunday,Melbourne,Geelong,MCG
15/04/2007 17:10,Sunday,North Melbourne,Hawthorn,Docklands
20/04/2007 19:40,Friday,Richmond,Western Bulldogs,MCG
21/04/2007 14:10,Saturday,St Kilda,Essendon,Docklands
21/04/2007 14:10,Saturday,Collingwood,Port Adelaide,MCG
21/04/2007 19:10,Saturday,North Melbourne,Brisbane Lions,Carrara
21/04/2007 19:40,Saturday,Adelaide,Sydney,Footy Park
22/04/2007 13:10,Sunday,Hawthorn,Geelong,Launceston
22/04/2007 14:10,Sunday,Melbourne,Fremantle,MCG
22/04/2007 16:40,Sunday,West Coast,Carlton,Subiaco
25/04/2007 14:40,Wednesday,Essendon,Collingwood,MCG
27/04/2007 19:40,Friday,Port Adelaide,St Kilda,Footy Park
28/04/2007 14:10,Saturday,Richmond,West Coast,MCG
28/04/2007 19:10,Saturday,Sydney,Melbourne,SCG
28/04/2007 19:10,Saturday,Carlton,Brisbane Lions,Docklands
29/04/2007 13:10,Sunday,Hawthorn,Western Bulldogs,MCG
29/04/2007 14:10,Sunday,Geelong,North Melbourne,Kardinia
29/04/2007 16:40,Sunday,Fremantle,Adelaide,Subiaco
4/05/2007 19:40,Friday,St Kilda,Carlton,Docklands
5/05/2007 14:10,Saturday,Essendon,Hawthorn,MCG
5/05/2007 16:10,Saturday,West Coast,Western Bulldogs,Subiaco
5/05/2007 19:10,Saturday,North Melbourne,Sydney,Docklands
5/05/2007 19:40,Saturday,Adelaide,Collingwood,Footy Park
6/05/2007 13:10,Sunday,Brisbane Lions,Fremantle,Gabba
6/05/2007 14:10,Sunday,Melbourne,Port Adelaide,MCG
6/05/2007 17:10,Sunday,Richmond,Geelong,Docklands
11/05/2007 19:40,Friday,North Melbourne,Essendon,Docklands
12/05/2007 14:10,Saturday,Collingwood,Carlton,MCG
12/05/2007 15:10,Saturday,Port Adelaide,Richmond,Footy Park
12/05/2007 19:10,Saturday,Brisbane Lions,Adelaide,Gabba
12/05/2007 19:10,Saturday,St Kilda,Sydney,Docklands
13/05/2007 13:10,Sunday,Geelong,West Coast,Kardinia
13/05/2007 14:10,Sunday,Western Bulldogs,Melbourne,Docklands
13/05/2007 16:40,Sunday,Fremantle,Hawthorn,Subiaco
18/05/2007 19:40,Friday,Adelaide,Richmond,Footy Park
19/05/2007 14:10,Saturday,Geelong,Fremantle,Kardinia
19/05/2007 14:10,Saturday,Essendon,Brisbane Lions,Docklands
19/05/2007 19:10,Saturday,Hawthorn,St Kilda,MCG
19/05/2007 19:10,Saturday,North Melbourne,Carlton,Carrara
20/05/2007 13:10,Sunday,Sydney,Port Adelaide,SCG
20/05/2007 14:10,Sunday,Western Bulldogs,Collingwood,Docklands
20/05/2007 16:40,Sunday,West Coast,Melbourne,Subiaco
25/05/2007 20:40,Friday,Fremantle,St Kilda,Subiaco
26/05/2007 14:10,Saturday,Hawthorn,West Coast,Launceston
26/05/2007 14:10,Saturday,Carlton,Adelaide,Docklands
26/05/2007 19:10,Saturday,Brisbane Lions,Collingwood,Gabba
26/05/2007 19:10,Saturday,Richmond,Essendon,MCG
27/05/2007 13:10,Sunday,Western Bulldogs,Sydney,Manuka
27/05/2007 14:10,Sunday,Melbourne,North Melbourne,MCG
27/05/2007 16:40,Sunday,Port Adelaide,Geelong,Footy Park
1/06/2007 19:40,Friday,Collingwood,Fremantle,MCG
2/06/2007 14:10,Saturday,Melbourne,Adelaide,MCG
2/06/2007 16:10,Saturday,West Coast,North Melbourne,Subiaco
2/06/2007 19:10,Saturday,Sydney,Essendon,SCG
2/06/2007 19:10,Saturday,Richmond,Brisbane Lions,Docklands
3/06/2007 13:10,Sunday,Port Adelaide,Hawthorn,Footy Park
3/06/2007 14:10,Sunday,Carlton,Western Bulldogs,MCG
3/06/2007 17:10,Sunday,St Kilda,Geelong,Docklands
8/06/2007 19:40,Friday,Essendon,West Coast,Docklands
9/06/2007 14:10,Saturday,Hawthorn,Sydney,MCG
9/06/2007 19:10,Saturday,Carlton,Port Adelaide,Docklands
9/06/2007 19:10,Saturday,Brisbane Lions,Western Bulldogs,Gabba
10/06/2007 13:10,Sunday,Adelaide,Geelong,Footy Park
10/06/2007 14:10,Sunday,St Kilda,North Melbourne,Docklands
10/06/2007 16:40,Sunday,Fremantle,Richmond,Subiaco
11/06/2007 14:10,Monday,Melbourne,Collingwood,MCG
15/06/2007 19:40,Friday,Carlton,Hawthorn,Docklands
16/06/2007 19:10,Saturday,North Melbourne,Adelaide,Carrara
16/06/2007 19:40,Saturday,Western Bulldogs,Fremantle,Marrara
17/06/2007 13:10,Sunday,Geelong,Brisbane Lions,Kardinia
17/06/2007 16:40,Sunday,Port Adelaide,Essendon,Footy Park
22/06/2007 19:40,Friday,Richmond,Melbourne,MCG
23/06/2007 19:10,Saturday,Sydney,Collingwood,Homebush
24/06/2007 16:40,Sunday,West Coast,St Kilda,Subiaco
29/06/2007 19:40,Friday,Essendon,Melbourne,Docklands
30/06/2007 14:10,Saturday,Geelong,Sydney,Kardinia
30/06/2007 16:10,Saturday,Fremantle,Carlton,Subiaco
30/06/2007 19:10,Saturday,Brisbane Lions,Port Adelaide,Gabba
30/06/2007 19:10,Saturday,St Kilda,Richmond,Docklands
1/07/2007 13:10,Sunday,Adelaide,West Coast,Footy Park
1/07/2007 14:10,Sunday,North Melbourne,Western Bulldogs,MCG
1/07/2007 17:10,Sunday,Collingwood,Hawthorn,Docklands
6/07/2007 19:40,Friday,Essendon,Geelong,Docklands
7/07/2007 14:10,Saturday,Collingwood,St Kilda,MCG
7/07/2007 14:10,Saturday,Western Bulldogs,Port Adelaide,Docklands
7/07/2007 19:40,Saturday,Adelaide,Hawthorn,Footy Park
7/07/2007 19:40,Saturday,West Coast,Brisbane Lions,Subiaco
8/07/2007 13:10,Sunday,Sydney,Fremantle,SCG
8/07/2007 14:10,Sunday,Carlton,Melbourne,MCG
8/07/2007 17:10,Sunday,Richmond,North Melbourne,Docklands
13/07/2007 19:40,Friday,St Kilda,Adelaide,Docklands
14/07/2007 14:10,Saturday,Geelong,Collingwood,MCG
14/07/2007 15:10,Saturday,Port Adelaide,West Coast,Footy Park
14/07/2007 19:10,Saturday,Essendon,Western Bulldogs,Docklands
14/07/2007 19:10,Saturday,Melbourne,Brisbane Lions,Gabba
15/07/2007 13:10,Sunday,Sydney,Carlton,SCG
15/07/2007 14:10,Sunday,Hawthorn,Richmond,MCG
15/07/2007 16:40,Sunday,Fremantle,North Melbourne,Subiaco
20/07/2007 19:40,Friday,Geelong,Western Bulldogs,Docklands
21/07/2007 14:10,Saturday,Collingwood,Essendon,MCG
21/07/2007 15:10,Saturday,Adelaide,Fremantle,Footy Park
21/07/2007 19:10,Saturday,St Kilda,Hawthorn,Docklands
21/07/2007 19:40,Saturday,West Coast,Sydney,Subiaco
22/07/2007 13:10,Sunday,Brisbane Lions,Carlton,Gabba
22/07/2007 14:10,Sunday,Richmond,Port Adelaide,MCG
22/07/2007 17:10,Sunday,North Melbourne,Melbourne,Docklands
27/07/2007 19:40,Friday,Western Bulldogs,West Coast,Docklands
28/07/2007 14:10,Saturday,Carlton,St Kilda,Docklands
28/07/2007 16:10,Saturday,Fremantle,Geelong,Subiaco
28/07/2007 19:10,Saturday,Collingwood,Brisbane Lions,MCG
28/07/2007 19:10,Saturday,Sydney,Richmond,SCG
29/07/2007 13:10,Sunday,Hawthorn,North Melbourne,Launceston
29/07/2007 14:10,Sunday,Essendon,Adelaide,Docklands
29/07/2007 16:40,Sunday,Port Adelaide,Melbourne,Footy Park
3/08/2007 19:40,Friday,Western Bulldogs,St Kilda,Docklands
4/08/2007 14:10,Saturday,Carlton,Collingwood,MCG
4/08/2007 14:10,Saturday,Geelong,Richmond,Kardinia
4/08/2007 19:10,Saturday,Brisbane Lions,North Melbourne,Gabba
4/08/2007 19:40,Saturday,Adelaide,Port Adelaide,Footy Park
5/08/2007 13:10,Sunday,Melbourne,Sydney,Manuka
5/08/2007 14:10,Sunday,Hawthorn,Essendon,MCG
5/08/2007 16:40,Sunday,West Coast,Fremantle,Subiaco
10/08/2007 19:40,Friday,Richmond,Collingwood,MCG
11/08/2007 14:10,Saturday,Hawthorn,Brisbane Lions,MCG
11/08/2007 15:10,Saturday,Port Adelaide,Carlton,Footy Park
11/08/2007 19:10,Saturday,Melbourne,Western Bulldogs,Docklands
11/08/2007 19:40,Saturday,Sydney,St Kilda,Homebush
12/08/2007 13:10,Sunday,North Melbourne,West Coast,Docklands
12/08/2007 14:10,Sunday,Geelong,Adelaide,Kardinia
12/08/2007 16:40,Sunday,Fremantle,Essendon,Subiaco
17/08/2007 19:40,Friday,Collingwood,Melbourne,MCG
18/08/2007 14:10,Saturday,St Kilda,Fremantle,Docklands
18/08/2007 14:10,Saturday,Essendon,Carlton,MCG
18/08/2007 19:10,Saturday,Brisbane Lions,Sydney,Gabba
18/08/2007 19:40,Saturday,West Coast,Richmond,Subiaco
19/08/2007 13:10,Sunday,Hawthorn,Port Adelaide,Launceston
19/08/2007 14:10,Sunday,North Melbourne,Geelong,Docklands
19/08/2007 16:40,Sunday,Adelaide,Western Bulldogs,Footy Park
24/08/2007 19:40,Friday,St Kilda,West Coast,Docklands
25/08/2007 14:10,Saturday,Carlton,North Melbourne,Docklands
25/08/2007 16:10,Saturday,Fremantle,Melbourne,Subiaco
25/08/2007 19:10,Saturday,Collingwood,Sydney,MCG
25/08/2007 19:40,Saturday,Adelaide,Brisbane Lions,Footy Park
26/08/2007 13:10,Sunday,Western Bulldogs,Hawthorn,Docklands
26/08/2007 14:10,Sunday,Geelong,Port Adelaide,Kardinia
26/08/2007 17:10,Sunday,Essendon,Richmond,MCG
31/08/2007 19:40,Friday,Collingwood,Adelaide,Docklands
1/09/2007 14:10,Saturday,Richmond,St Kilda,MCG
1/09/2007 16:10,Saturday,West Coast,Essendon,Subiaco
1/09/2007 19:10,Saturday,Brisbane Lions,Geelong,Gabba
1/09/2007 19:40,Saturday,Port Adelaide,Fremantle,Footy Park
2/09/2007 13:10,Sunday,Sydney,Hawthorn,SCG
2/09/2007 14:10,Sunday,Western Bulldogs,North Melbourne,Docklands
2/09/2007 17:10,Sunday,Melbourne,Carlton,MCG
7/09/2007 20:20,Friday,Port Adelaide,West Coast,Footy Park
8/09/2007 14:30,Saturday,Hawthorn,Adelaide,Docklands
8/09/2007 19:30,Saturday,Collingwood,Sydney,MCG
9/09/2007 14:45,Sunday,Geelong,North Melbourne,MCG
14/09/2007 20:45,Friday,West Coast,Collingwood,Subiaco
15/09/2007 19:30,Saturday,North Melbourne,Hawthorn,MCG
21/09/2007 19:50,Friday,Geelong,Collingwood,MCG
22/09/2007 16:30,Saturday,Port Adelaide,North Melbourne,Footy Park
29/09/2007 14:30,Saturday,Geelong,Port Adelaide,MCG
9/02/2008 20:45,Saturday,Collingwood,Adelaide,Dubai
15/02/2008 19:40,Friday,St Kilda,Richmond,Docklands
15/02/2008 21:10,Friday,Western Bulldogs,North Melbourne,Marrara
16/02/2008 16:40,Saturday,Geelong,Melbourne,Kardinia
16/02/2008 18:10,Saturday,Port Adelaide,Carlton,Footy Park
16/02/2008 20:40,Saturday,Essendon,Brisbane Lions,Gold Coast
17/02/2008 15:40,Sunday,Hawthorn,Sydney,Launceston
17/02/2008 20:40,Sunday,Fremantle,West Coast,Subiaco
22/02/2008 19:40,Friday,Western Bulldogs,Essendon,Docklands
23/02/2008 15:40,Saturday,St Kilda,Geelong,Manuka
23/02/2008 19:10,Saturday,Carlton,Hawthorn,Docklands
24/02/2008 17:10,Sunday,Adelaide,Fremantle,Footy Park
29/02/2008 19:40,Friday,Essendon,St Kilda,Docklands
1/03/2008 18:40,Saturday,Adelaide,Hawthorn,Footy Park
8/03/2008 19:20,Saturday,Adelaide,St Kilda,Footy Park
20/03/2008 18:10,Thursday,Carlton,Richmond,MCG
20/03/2008 20:45,Thursday,Port Adelaide,Geelong,Footy Park
22/03/2008 14:10,Saturday,Collingwood,Fremantle,MCG
22/03/2008 19:10,Saturday,St Kilda,Sydney,Docklands
22/03/2008 19:40,Saturday,West Coast,Brisbane Lions,Subiaco
23/03/2008 13:10,Sunday,Western Bulldogs,Adelaide,Docklands
23/03/2008 16:40,Sunday,Hawthorn,Melbourne,MCG
24/03/2008 14:10,Monday,North Melbourne,Essendon,Docklands
28/03/2008 20:40,Friday,Brisbane Lions,Collingwood,Gabba
29/03/2008 14:10,Saturday,Melbourne,Western Bulldogs,MCG
